movietitle,year
The Love Guru,2008
The King of Kong: A Fistful of Quarters,2008
The Awakening,2012
License to Wed,2007
TMNT,2007
Angels & Demons,2009
When in Rome,2010
Tinker Bell - The Secret Of The Wings,2012
The Savages,2008
Diary of a Wimpy Kid: Rodrick Rules,2011
Texas Chainsaw Massacre: The Beginning,2006
Forgiveness of Blood,2012
Paranormal Activity,2009
Becoming Jane,2007
Riding Giants,2005
Total Recall (2012),2012
Brighton Rock,2011
The Spy Next Door,2010
Gamer (2009),2009
Iron Man 2,2010
Zookeeper,2011
She's Out of My League,2010
Sex Drive,2008
Final Destination 5,2011
Jack and Jill,2012
Next,2007
Werner - Eiskalt!,2011
Harry Potter and the Chamber of Secrets,2002
Platon,2008
Immaturi,2012
The X-Files: I Want to Believe,2008
Never Back Down,2008
Death of a Superhero,2012
Die Weisse Massai (The White Massai),2006
Oorlogswinter,2008
What's Your Number?,2012
Faust,2012
Nordwand,2008
Efter brylluppet (After the Wedding),2007
The Housemaid,2010
Riding Giants,2004
The Transporter,2002
Introducing the Dwights (a.ka. Clubland),2008
The Aviator,2005
Just Go With It,2011
Moonlight Mile,2003
Black Dynamite,2009
3:10 to Yuma (2007),2007
Free Zone,2006
Le Premier cri,2007
The Italian Job,2003
Drive Angry,2011
Camino,2011
Triage,2009
Carandiru,2004
No Strings Attached,2011
Sketches of Frank Gehry,2007
Son of Rambow,2008
The Day the Earth Stood Still (2008),2008
Mongol,2008
Paranormal Activity,2009
Jodhaa Akbar,2008
Trouble with the Curve,2012
El Otro lado de la cama (The Other Side of the Bed),2003
In the Mood for Love,2001
The Box,2010
Les Chevaliers du ciel (Sky Fighters),2005
The Young Victoria,2009
The Unborn (2009),2009
Goya's Ghosts,2007
Predators,2010
In the Shadow of the Moon,2009
Must Love Dogs,2005
My Bloody Valentine 3-D,2009
Jodhaa Akbar,2008
Hope Springs,2012
The Unbelievable,2009
The Artist,2012
Todos tenemos un plan (Everybody Has a Plan),2012
Call Girl (2012),2012
Shooting Dogs,2007
Drive (2011),2011
Jane Eyre (2011),2012
In the Name of the King: A Dungeon Siege Tale,2008
The Water Horse: Legend of the Deep,2008
One Day,2011
Dorm (Dek Hor),2006
MIB 3,2012
The Break-Up,2006
Anonymous,2011
Legend of the Guardians: The Owls of Ga'Hoole,2010
Ballets Russes,2006
Dictado (Childish Games),2012
The Break-Up,2006
Shark Bait (a.k.a. The Reef),2007
Skinwalkers,2007
The Rocker,2008
My Mom's New Boyfriend (a.k.a. Homeland Security),2008
In the Land of Blood and Honey,2012
Shadowboxer,2006
Keeping Mum,2006
Hitman,2007
The Change-Up,2011
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",2004
28 Days Later,2003
Wendy and Lucy,2009
The Tuxedo,2002
Next,2007
The Runaways,2010
Black Butterflies,2011
The Hard Word,2002
What's Your Number?,2011
Hotel Transylvania,2012
My Bloody Valentine 3-D,2009
School of Rock,2004
Los Abrazos rotos (Broken Embraces),2009
Coraline,2009
12,2009
Dreamcatcher,2003
Angels & Demons,2009
Thank You (2011),2011
A Serious Man,2009
Sin Nombre,2009
11/11/2011,2011
Darkness,2003
Musta jää (Black Ice),2009
The Notebook,2004
Chop Shop,2008
The Switch,2010
Män som hatar kvinnor (The Girl with the Dragon Tattoo),2009
Ping Pong,2007
The Beaver,2011
Sailap jap baan lek (The Bedside Detective),2009
Case 39,2010
The Big Bang (2011),2011
Guess Who,2005
Smokin' Aces,2007
Max Payne,2008
That's My Boy,2012
8 femmes,2002
The Wrestler,2009
Talaash,2012
The Thing (2011),2011
The Wolfman,2010
The Switch,2010
Angel-A,2006
Contre-enquête,2008
Chloe,2010
Echoes of the Rainbow (Sui yuet san tau),2010
The Change-Up,2011
The Expendables,2010
Pokoj v duši (Quiet in the Soul),2009
Sluzhebnyy roman - Nashe vremya (Office Romance),2011
U Me Aur Hum,2008
Madagascar 3: Europe's Most Wanted,2012
The Musketeer,2001
Flags of Our Fathers,2007
Teeth,2008
Paranormal Activity 4,2012
"Maré, Nossa História de Amor",2008
Training Day,2001
Then She Found Me,2008
Antwone Fisher,2003
Weirdsville,2007
Parlami d'amore,2009
Starsky and Hutch,2005
Harry Potter and the Half Blood Prince,2009
Catch Me If You Can,2003
L'Ivresse du pouvoir (Comedy of Power),2006
Agiwa Na (Baby & Me),2008
Arthur et la guerre des deux mondes,2011
Les Plages d'Agnès,2009
L'Orchestra di Piazza Vittorio,2006
Brave,2012
Martian Child,2008
The Motorcycle Diaries,2004
Flawless (2007),2008
Back to Normandy,2008
Sex and the City,2008
Hotel Transylvania,2012
My Bloody Valentine 3-D,2009
Terminator Salvation: The Future Begins,2009
When in Rome,2010
Ichimei (Hara-Kiri: Death of a Samurai),2012
Aliens in the Attic,2009
"4 luni, 3 saptamâni si 2 zile (4 Months, 3 Weeks, 2 Days)",2008
Crank: High Voltage,2009
La délicatesse,2012
El amigo alemán,2012
Home on the Range,2004
Wild Tigers I Have Known,2007
The Extra Man,2010
Celda 211,2010
Red Riding Hood,2011
The Lovely Bones,2010
Gulliver's Travels,2010
We Not Naughty,2012
Three Monkeys,2009
Walk the Line,2006
Chronicle (2012),2012
Rosso come il cielo,2009
In Time,2011
La Fille coupée en deux (A Girl Cut in Two),2008
Death at a Funeral,2007
The Duchess,2009
Lakeview Terrace,2008
Charlotte's Web,2007
Bella,2009
Big Shot's Funeral,2002
Alle anderen,2009
The Soloist,2010
Surveillance,2010
Saint Ralph,2005
Hachiko: A Dog's Story,2009
Owl and the Sparrow,2009
Bowling for Columbine,2002
Infernal Affairs 3: End Inferno (Mou gaan dou III: Jung gik mou gaan),2003
Ochen russkiy detektiv (Very Russian Detective),2008
Total Recall (2012),2012
Dans la maison (In the House),2012
Up,2009
Ritana (Returner),2002
Capitães da Areia,2011
Fong juk (Exiled),2007
Morning Glory,2011
Morning Glory,2011
Driven,2003
Be Cool,2005
Looper,2012
TMNT,2007
Rambo,2008
The Life and Death of Peter Sellers,2005
Shrek Forever After,2010
Blitz,2011
Broken Flowers,2005
Puss in Boots,2011
Chatroom,2011
Persepolis,2007
Les Textiles,2004
Sinister,2012
Cinderella Man,2005
Cheaper by the Dozen,2004
Footloose (2011),2011
The Twilight Saga: New Moon,2009
Team America: World Police,2005
"10,000 B.C.",2008
Grown Ups,2010
Burning Plain,2009
Diamant 13,2010
Wanted,2008
Good Luck Chuck,2007
Ladies in Lavender,2008
L'arnacoeur (Heartbreaker),2011
Ne le dis à personne (Tell No One),2006
Lions for Lambs,2007
127 Hours,2011
Stolen Summer,2002
How She Move,2008
Dan in Real Life,2008
SuperClásico,2012
I Am Number Four,2011
The Matrix Revolutions,2003
Monster,2004
Becoming Jane,2008
Michael Clayton,2007
Das Leben der Anderen (The Lives of Others),2007
Laurence Anyways,2012
We Bought a Zoo,2012
Restless (2011),2011
Town & Country,2001
Shutter,2008
Vier Minuten (Four Minutes),2007
El Orfanato (The Orphanage),2008
Dead Silence,2008
Smokin' Aces,2007
Friends with Benefits,2011
Cirque du Freak: The Vampire's Assistant,2010
A Screaming Man,2010
Jodaeiye Nader az Simin (A Seperation),2011
"Bon Cop, Bad Cop",2007
Bon Voyage,2004
Tai yang zhao chang sheng qi (The Sun Also Rises),2007
Disaster Movie,2008
How About You,2008
Spider-Man 2,2004
Bride and Prejudice,2005
The Game Plan,2007
Gake no ue no Ponyo (Ponyo on a Cliff),2009
Moulin Rouge!,2001
House of Sand and Fog,2004
Earth (2007),2010
Gin gwai 2 (The Eye 2),2004
The Bucket List,2008
Cats & Dogs: Revenge of Kitty Galore,2010
Indiana Jones and the Kingdom of the Crystal Skull,2008
El Método (The Method),2006
17 Again,2009
A Serious Man,2010
Mary,2009
Harry Potter and the Half Blood Prince,2009
The Forbidden Kingdom,2008
Fast and Furious,2009
Happy Ever Afters,2010
Clash of the Titans (2010),2010
The Trip (2011),2011
The Girlfriend Experience,2009
The Brave One,2007
Surf's Up,2007
Fanaa,2006
Inglourious Basterds,2009
Racing Stripes,2005
Dark Blue,2003
Der Liebeswunsch,2007
Boogeyman 2,2007
Martian Child,2007
Mon meilleur ami (My Best Friend),2008
Tangled,2011
The Adventures of Tintin,2011
Hellboy II: The Golden Army,2008
Das Leben der Anderen (The Lives of Others),2007
Theif Lord,2006
Limitless,2011
500 Days of Summer,2009
Birth,2005
Cheri,2009
¿Quién dice que es fácil?,2008
Le Havre,2012
Flushed Away,2007
Harry Potter and the Deathly Hallows (Part Two),2011
First Night,2011
300,2007
Couples Retreat,2009
Vantage Point,2008
Step Brothers,2008
The Hitcher (2007),2007
A Cinderella Story,2004
In Her Shoes,2005
The Curious Incident of the Dog in the Night-Time (NT Live),2012
The Rookie,2002
Reservation Road,2008
Phone Booth,2003
To Save a Life,2010
Harry Potter and the Order of the Phoenix,2007
Sin Retorno,2011
Mój rower (My Father's Bike),2012
Pooh's Heffalump Movie,2005
Prom Night (2008),2008
Hell and Back Again,2011
Bon Voyage,2004
Ratatouille,2007
The Final Destination,2009
La Sconosciuta (The Unknown Woman),2008
Alvin and the Chipmunks: The Squeakquel,2010
The Boondock Saints II: All Saints Day,2009
Rise: Blood Hunter,2007
La Graine et le mulet (The Secret of the Grain),2008
The Curious Case of Benjamin Button,2009
What's the Worst That Could Happen?,2002
Boogeyman 2,2008
Disco,2008
Sweet Home Alabama,2002
Waitress,2007
Une vie de chat,2012
Prête-moi ta main (I Do),2008
Pelle Politibil Gar I Vannet,2010
Stormbreaker,2007
Hunger (2008),2009
Der Rote Kakadu,2006
Un bonheur n'arrive jamais seul,2012
Jumper,2008
Sunshine Cleaning,2009
Martyrs,2008
La Confusion des genres,2002
BRATZ,2007
The Last King of Scotland,2007
Friends with Benefits,2011
Hidalgo,2004
Black & White (2008),2008
Gake no ue no Ponyo (Ponyo on a Cliff),2009
Infamous,2007
Tortuga - Die unglaubliche Reise der Meeresschildkröte (Turtle: The Incredible Journey),2009
Girl with a Pearl Earring,2004
Moneyball,2011
Before the Devil Knows You're Dead,2008
The Grey,2012
School of Rock,2004
Avenging Angelo,2003
Soul Kitchen,2011
The Upside of Anger,2005
Drag Me to Hell,2010
L'Instinct de mort,2009
How to Lose a Guy in 10 Days,2003
I Giorni dell'abbandono,2005
Hitman,2007
The Kite Runner,2008
Christmas with the Kranks,2004
"Big Mommas: Like Father, Like Son",2011
American Reunion,2012
S.O.S. Svartskjær,2008
Les neiges du Kilimandjaro (The Snows of Kilimandjaro),2012
The Odd Life of Timothy Green,2012
The Lord of the Rings: The Return of the King,2004
Domestic Disturbance,2002
Raja,2003
The Curious Case of Benjamin Button,2009
Margin Call,2012
The Ruins,2008
De Griezelbus,2007
ParaNorman,2012
Night at the Museum: Battle of the Smithsonian,2009
The Island,2005
Final Fantasy: The Spirits Within,2001
Straw Dogs (2010),2011
Redbelt,2008
The Machinist,2004
Hotel op stelten,2008
About Schmidt,2003
Valkyrie,2009
Two Brothers,2004
Inside Deep Throat,2005
Wanted,2008
Training Day,2002
Lola Versus,2012
Get Smart,2008
Bolshaya rzhaka!,2012
Win Win,2011
Arctic Tale,2008
Ocean's Eleven,2002
The Switch,2010
Mr. Popper's Penguins,2011
My Bloody Valentine 3-D,2009
The Fantastic Mr. Fox,2009
Dr. Seuss' The Lorax,2012
MIB 3,2012
The Last Mimzy,2007
Don't Be Afraid of the Dark,2011
Scary Movie 2,2001
El Bosque animado,2003
Barbershop,2003
Mae Nak 3D,2012
Insidious,2012
Skoonheid (Beauty),2011
The Cove,2011
Breach,2007
The Wedding Planner,2001
Big Fat Liar,2002
Ma vie n'est pas une comédie romantique,2007
I'm Not There,2008
Octubre (October),2010
Jane Eyre (2011),2011
Gekijouban Tiger And Bunny The Beginning,2012
Astérix et les Vikings,2007
Chinese Zodiac,2012
The Last Samurai,2004
Accepted,2006
El campo (In the Open),2012
"Si jie (Lust, Caution)",2009
Luck by Chance,2009
The Longest Yard,2005
Bad News Bears,2006
You Will Meet a Tall Dark Stranger,2010
El Violin (The Violin),2007
Dot.com,2007
27 Dresses,2008
John Q.,2002
The Dilemma,2011
Repo Men,2010
Rango,2011
Bad Company,2002
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005
Sans queue ni tête (Special Treatment),2010
Day Night / Day Night,2008
Jackass 3-D,2010
The Seeker: The Dark Is Rising,2008
Ghost World,2002
The Bounty Hunter,2010
Crossing Over,2009
Eye See You (D-Tox),2002
11/11/2011,2011
Speed Racer,2008
Broken Flowers,2005
Open Range,2004
Barely Legal,2006
Oldboy,2005
The Lion King (in 3D),2011
Amor Imperfecto,2002
Race to Witch Mountain,2009
Pope Joan,2009
Ek Main Aur Ekk Tu,2012
John Q.,2002
The Fourth Kind,2010
Disaster Movie,2008
Notes on a Scandal,2007
Asylum,2008
Universal Soldier: Day of Reckoning,2012
National Lampoon's Van Wilder,2003
Pineapple Express,2008
Luftslottet som sprängdes (The Girl Who Kicked the Hornet's Nest),2010
Brothers,2009
Killer Elite,2011
Den skaldede frisør (Love Is All You Need),2012
Van Helsing,2004
Orphan,2009
Klass,2008
Roll Bounce,2006
Le Premier jour du reste de ta vie,2008
The Hobbit: An Unexpected Journey,2012
Líbáš jako ïábel,2012
Scary Movie 4,2006
Signs,2002
No Strings Attached,2011
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010
Chiko,2008
Pieta,2012
Calendar Girls,2003
Jerry Cotton,2010
50/50,2011
Transylvania,2007
Nowhere Boy,2009
Just Like Heaven,2005
The Assassination of Jesse James by the Coward Robert Ford,2008
Le Renard et l'enfant (The Fox and the Child),2007
The Dictator,2012
Désaccord parfait,2007
Sketches of Frank Gehry,2007
Friends with Money,2006
Vacancy,2007
Biker Boyz,2003
Happy-Go-Lucky,2010
The Black Dahlia,2006
Dan in Real Life,2008
Amen,2002
Across the Universe,2007
Les bien-aimés,2012
Somewhere,2010
The Best Exotic Marigold Hotel,2012
Die Fälscher (The Counterfeiters),2007
Wir sind die Nacht (We Are the Night),2012
Underdog,2007
We Bought a Zoo,2012
The Majestic,2002
Cowboys & Aliens,2011
In Bruges,2008
The Ghost Writer,2011
Nejkrásnìjší hádanka,2008
Enigma,2003
Love's Brother,2004
Sex and the City,2008
Goemon,2009
Trolljegeren (The Troll Hunter),2012
Management,2009
Intacto,2003
Mister Lonely,2008
Serenity,2005
Undercover Brother,2002
Amen,2003
Shooter,2007
The Bridge,2006
The Expendables,2010
Dangkou (Plastic City),2009
Finding Nemo,2003
Le Temps qui reste (Time to Leave),2006
Ayakta Kal,2009
Bad Teacher,2011
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,2008
Ca$h,2008
Beyaz melek,2007
Bridge to Terabithia,2007
Big Trouble,2002
Moneyball,2011
Sharks 3D,2005
V perine (The Magical Duvet),2011
Halloween (2007),2009
Sex and the City 2,2010
StreetDance 2,2012
Ayakta Kal,2009
Knowing,2009
Alvin and the Chipmunks: Chipwrecked,2011
Drive (2011),2011
Here Comes the Boom,2012
Speed Racer,2008
The Four Feathers,2003
Le nom des gens (The Names of Love),2011
Sniper,2009
Alle anderen,2010
Män som hatar kvinnor (The Girl with the Dragon Tattoo),2010
Yes Man,2008
Mon meilleur ami (My Best Friend),2006
Cave of Forgotten Dreams,2011
Vertige,2009
We Need to Talk About Kevin,2012
Zanan-e bedun-e mardan (Women Without Men),2010
The Rebound,2010
Opera Jawa,2007
Crush,2002
Flushed Away,2006
Chelsea on the Rocks,2011
Jennifer's Body,2009
Australia,2008
Agora (Mists of Time),2011
Scott Pilgrim vs. the World,2010
Dnevnoy dozor (Day Watch),2007
Capote,2006
Shinobi,2006
Dinner for Schmucks,2010
Pirates of the Caribbean: Dead Man's Chest,2006
The Day the Earth Stood Still (2008),2008
Super,2009
1408,2007
Dean Spanley,2009
Bee Movie,2007
"House of 1,000 Corpses",2003
The Flowers of War,2012
Looper,2012
You Again,2010
Shorts,2009
School for Scoundrels,2007
Don't Be Afraid of the Dark,2011
Hitman,2008
What Happens in Vegas,2008
Red,2010
Lippels Traum,2009
The Girl with the Dragon Tattoo (2011),2011
D-War (Dragon Wars),2008
Süper Ajan K9,2008
Incognito (2009),2009
The Sorcerer's Apprentice,2010
The Chronicles of Riddick,2004
Lilo & Stitch,2002
"Tomorrow, When the War Began",2011
Sukkar banat (Caramel),2008
Anchorman: The Legend of Ron Burgundy,2004
Dan in Real Life,2008
Un baiser s'il vous plaît (Shall We Kiss?),2009
Låt den rätte komma in (Let the Right One In),2009
Seven Swords (Chat gim),2006
The Matrix Reloaded,2003
"I Love You, Phillip Morris",2010
The Long Weekend,2005
American Reunion,2012
Red Riding Hood,2011
Click,2006
The Twilight Saga: New Moon,2009
500 Days of Summer,2009
Analyze That,2003
The In-Laws,2004
Sprookjesboom de Film,2012
Hævnen (In a Better World),2011
Shrek the Third,2007
Todo lo que tú quieras,2010
Molière (2007),2007
Public Enemies,2009
Hearts in Atlantis,2002
Surf's Up,2007
Flags of Our Fathers,2007
50 First Dates,2004
Babel,2007
Wallace and Gromit: The Curse of the Were-Rabbit,2005
Twelve,2010
Vorstadtkrokodile 2,2010
Open Water 2: Adrift,2006
Step Up 2 the Streets,2008
Hodejegerne (Headhunters),2012
Sen Kimsin,2012
Casino Royale,2006
Leonera (Lion's Den),2008
Friends with Money,2006
P.S. I Love You,2008
I Am Number Four,2011
Clash of the Titans (2010),2010
Fauteuils d'orchestre (Avenue Montaigne),2007
Laitakaupungin valot (Lights in the Dusk),2009
The Sorcerer's Apprentice,2010
Breaking and Entering,2007
The Day the Earth Stood Still (2008),2008
Pecados de mi padre,2010
Pirates of the Caribbean: On Stranger Tides (3D),2011
Harry Potter and the Order of the Phoenix,2007
Transformers 3,2011
The Fine Art of Love: Mine Ha-Ha,2007
Los Abrazos rotos (Broken Embraces),2010
BRATZ,2008
The Other Guys,2010
El Laberinto del Fauno (Pan's Labyrinth),2006
Band Baaja Baaraat,2010
The Good Thief,2003
The Wild,2006
Henry's Crime,2011
Hope Springs,2012
Three Monkeys,2009
"Titeuf, le film",2011
Warrior,2011
L'Ennemi intime,2009
Nanny McPhee and The Big Bang,2010
Sky Captain and the World of Tomorrow,2004
Like Mike,2002
Scenes of Sexual Nature,2007
Miss Conception,2008
Brown Sugar,2003
The Kid Stays in the Picture,2003
Valkyrie,2009
Into the Wild,2008
La vie d'une autre (The Life of Another),2012
Mes Stars et moi,2009
A Little Bit of Heaven,2011
Step Up 2 the Streets,2008
